document_id,split,entity_internal_id,identifier,texto_entidade,tipo_entidade,novel_entity,offset,length,passage_offset,len_texto_ent,texto_entidade_norm
28650467,train,5,D054198,ALL,DiseaseOrPhenotypicFeature,,254,3,168,3,all
28650467,train,6,D001216,asparagine,ChemicalEntity,,281,10,168,10,asparagine
28650467,train,7,D001224,aspartate,ChemicalEntity,,297,9,168,9,aspartate
28650467,train,8,D000641,NH3,ChemicalEntity,,311,3,168,3,nh3
28650467,train,9,OMIM:615574,asparagine deficit,DiseaseOrPhenotypicFeature,,324,18,168,18,asparagine deficit
28650467,train,10,D007938,leukemic,DiseaseOrPhenotypicFeature,,395,8,168,8,leukemic
28650467,train,11,9606,patient,OrganismTaxon,,425,7,168,7,patient
28650467,train,12,D054198,ALL,DiseaseOrPhenotypicFeature,,521,3,168,3,all
28650467,train,13,D001215,L-asparaginase,ChemicalEntity,,553,14,168,14,l-asparaginase
28650467,train,14,D001215,L-asparaginase,ChemicalEntity,,640,14,168,14,l-asparaginase
28650467,train,15,D007938,leukemic,DiseaseOrPhenotypicFeature,,677,8,168,8,leukemic
28650467,train,16,D054198,ALL,DiseaseOrPhenotypicFeature,,766,3,168,3,all
28650467,train,17,4988,opioid receptor mu 1,GeneOrGeneProduct,,796,20,168,20,opioid receptor mu 1
28650467,train,18,4988,oprm1,GeneOrGeneProduct,,818,5,168,5,oprm1
28650467,train,19,759,carbonic anhydrase 1,GeneOrGeneProduct,,844,20,168,20,carbonic anhydrase 1
28650467,train,20,759,ca1,GeneOrGeneProduct,,866,3,168,3,ca1
28650467,train,21,11065,ubiquitin-conjugating enzyme E2C,GeneOrGeneProduct,,901,32,168,32,ubiquitin-conjugating enzyme e2c
28650467,train,22,11065,ube2c,GeneOrGeneProduct,,935,5,168,5,ube2c
28650467,train,23,4988,OPRM1,GeneOrGeneProduct,,962,5,168,5,oprm1
28650467,train,24,D007938,leukemic,DiseaseOrPhenotypicFeature,,988,8,168,8,leukemic
28650467,train,25,4988,OPRM1,GeneOrGeneProduct,,1033,5,168,5,oprm1
28650467,train,26,D001215,L-asparaginase,ChemicalEntity,,1047,14,168,14,l-asparaginase
28650467,train,27,D008691,Methadone,ChemicalEntity,,1142,9,168,9,methadone
28650467,train,28,4988,OPRM1,GeneOrGeneProduct,,1167,5,168,5,oprm1
28650467,train,29,D007938,leukemic,DiseaseOrPhenotypicFeature,,1211,8,168,8,leukemic
28650467,train,30,4988,OPRM1,GeneOrGeneProduct,,1235,5,168,5,oprm1
28650467,train,31,D001215,L-asparaginase,ChemicalEntity,,1260,14,168,14,l-asparaginase
28650467,train,32,4988,OPRM1,GeneOrGeneProduct,,1302,5,168,5,oprm1
28650467,train,33,D001215,L-asparaginase,ChemicalEntity,,1350,14,168,14,l-asparaginase
28650467,train,34,D008691,methadone,ChemicalEntity,,1369,9,168,9,methadone
28650467,train,35,4988,OPRM1,GeneOrGeneProduct,,1389,5,168,5,oprm1
28650467,train,36,D007938,leukemic,DiseaseOrPhenotypicFeature,,1409,8,168,8,leukemic
28650467,train,37,4988,OPRM1,GeneOrGeneProduct,,1469,5,168,5,oprm1
28650467,train,38,9606,patient,OrganismTaxon,,1533,7,168,7,patient
28650467,train,39,D007938,leukemic,DiseaseOrPhenotypicFeature,,1541,8,168,8,leukemic
28650467,train,40,4988,OPRM1,GeneOrGeneProduct,,1587,5,168,5,oprm1
28650467,train,41,D001215,L-asparaginase,ChemicalEntity,,1615,14,168,14,l-asparaginase
28650467,train,42,4988,OPRM1,GeneOrGeneProduct,,1652,5,168,5,oprm1
28650467,train,43,D007938,leukemic,DiseaseOrPhenotypicFeature,,1667,8,168,8,leukemic
28650467,train,44,4988,OPRM1,GeneOrGeneProduct,,1707,5,168,5,oprm1
28650467,train,45,D001215,L-asparaginase,ChemicalEntity,,1740,14,168,14,l-asparaginase
28650467,train,46,D007938,leukemic,DiseaseOrPhenotypicFeature,,1769,8,168,8,leukemic
28650467,train,47,9606,patients,OrganismTaxon,,1778,8,168,8,patients
28650467,train,48,4988,OPRM1,GeneOrGeneProduct,,1845,5,168,5,oprm1
28650467,train,49,D001215,L-asparaginase,ChemicalEntity,,1874,14,168,14,l-asparaginase
28650467,train,50,D054198,ALL,DiseaseOrPhenotypicFeature,,1903,3,168,3,all
28650467,train,51,4988,OPRM1,GeneOrGeneProduct,,1923,5,168,5,oprm1
28650467,train,52,4988,Oprm1,GeneOrGeneProduct,,2045,5,168,5,oprm1
28650467,train,53,D001215,L-asparaginase,ChemicalEntity,,2099,14,168,14,l-asparaginase
28650467,train,54,D054198,ALL,DiseaseOrPhenotypicFeature,,2124,3,168,3,all
15748645,train,0,9606,human,OrganismTaxon,,185,5,73,5,human
15748645,train,1,"D002294,D018295",basal and squamous cell cancers,DiseaseOrPhenotypicFeature,,253,31,73,31,basal and squamous cell cancers
15748645,train,2,D008545,melanoma,DiseaseOrPhenotypicFeature,,286,8,73,8,melanoma
15748645,train,3,D002386,cataracts,DiseaseOrPhenotypicFeature,,296,9,73,9,cataracts
15748645,train,4,D012878,skin cancer,DiseaseOrPhenotypicFeature,,410,11,73,11,skin cancer
15748645,train,5,D012878,skin cancer,DiseaseOrPhenotypicFeature,,633,11,73,11,skin cancer
15748645,train,6,D012878,skin cancer,DiseaseOrPhenotypicFeature,,665,11,73,11,skin cancer
15748645,train,7,D009369,carcinogenesis,DiseaseOrPhenotypicFeature,,945,14,73,14,carcinogenesis
15748645,train,8,D009369,Tumor,DiseaseOrPhenotypicFeature,,1116,5,73,5,tumor
15748645,train,9,D009369,cancer,DiseaseOrPhenotypicFeature,,1160,6,73,6,cancer
15748645,train,10,D009369,Tumor,DiseaseOrPhenotypicFeature,,1345,5,73,5,tumor
15748645,train,11,D009369,tumor,DiseaseOrPhenotypicFeature,,1480,5,73,5,tumor
15748645,train,12,D012878,skin cancer,DiseaseOrPhenotypicFeature,,1511,11,73,11,skin cancer
15748645,train,13,D007249,inflammation,DiseaseOrPhenotypicFeature,,1603,12,73,12,inflammation
15748645,train,14,D006965,epidermal hyperplasia,DiseaseOrPhenotypicFeature,,1636,21,73,21,epidermal hyperplasia
15748645,train,15,D000975,antioxidant,ChemicalEntity,,1698,11,73,11,antioxidant
15748645,train,16,5742,cyclooxygenase,GeneOrGeneProduct,,1777,14,73,14,cyclooxygenase
15748645,train,17,D011453,prostaglandin,ChemicalEntity,,1805,13,73,13,prostaglandin
15748645,train,18,4953,ornithine decarboxylase,GeneOrGeneProduct,,1847,23,73,23,ornithine decarboxylase
15748645,train,19,D012878,skin cancer,DiseaseOrPhenotypicFeature,,1963,11,73,11,skin cancer
15748645,train,20,D000975,antioxidants,ChemicalEntity,,2036,12,73,12,antioxidants
15748645,train,21,9606,human,OrganismTaxon,,2103,5,73,5,human
15748645,train,22,9606,human,OrganismTaxon,,2190,5,73,5,human
15748645,train,23,D012878,skin cancer,DiseaseOrPhenotypicFeature,,2784,11,73,11,skin cancer
15748645,train,24,9606,humans,OrganismTaxon,,2799,6,73,6,humans
16543197,train,0,rs62636275,G1103R,SequenceVariant,,2,6,0,6,g1103r
16543197,train,1,23418,CRB1,GeneOrGeneProduct,,21,4,0,4,crb1
16543197,train,2,D006956,hyperopia,DiseaseOrPhenotypicFeature,,52,9,0,9,hyperopia
16543197,train,3,D057130,Leber congenital amaurosis,DiseaseOrPhenotypicFeature,,66,26,0,26,leber congenital amaurosis
16543197,train,4,C565497,high hyperopia,DiseaseOrPhenotypicFeature,,161,14,94,14,high hyperopia
16543197,train,5,D057130,Leber congenital amaurosis,DiseaseOrPhenotypicFeature,,180,26,94,26,leber congenital amaurosis
16543197,train,6,D057130,LCA,DiseaseOrPhenotypicFeature,,208,3,94,3,lca
16543197,train,7,9606,patients,OrganismTaxon,,278,8,94,8,patients
16543197,train,8,D057130,LCA,DiseaseOrPhenotypicFeature,,465,3,94,3,lca
16543197,train,9,D057130,LCA,DiseaseOrPhenotypicFeature,,559,3,94,3,lca
16543197,train,10,D006956,hyperopia,DiseaseOrPhenotypicFeature,,586,9,94,9,hyperopia
16543197,train,11,23418,CRB1,GeneOrGeneProduct,,770,4,94,4,crb1
16543197,train,12,rs62636275,G1103R,SequenceVariant,,791,6,94,6,g1103r
16543197,train,13,23418,CRB1,GeneOrGeneProduct,,854,4,94,4,crb1
16543197,train,14,7227,Drosophila,OrganismTaxon,,890,10,94,10,drosophila
16543197,train,15,42896,crumbs,GeneOrGeneProduct,,901,6,94,6,crumbs
16543197,train,16,D012174,retinitis pigmentosa,DiseaseOrPhenotypicFeature,,1001,20,94,20,retinitis pigmentosa
16543197,train,17,D012174,RP,DiseaseOrPhenotypicFeature,,1023,2,94,2,rp
16543197,train,18,D057130,LCA,DiseaseOrPhenotypicFeature,,1030,3,94,3,lca
16543197,train,19,D057130,LCA,DiseaseOrPhenotypicFeature,,1129,3,94,3,lca
16543197,train,20,9606,patient,OrganismTaxon,,1133,7,94,7,patient
16543197,train,21,D006956,hyperopia,DiseaseOrPhenotypicFeature,,1163,9,94,9,hyperopia
16543197,train,22,D057130,LCA,DiseaseOrPhenotypicFeature,,1198,3,94,3,lca
16543197,train,23,9606,patients,OrganismTaxon,,1249,8,94,8,patients
16543197,train,24,23418,CRB1,GeneOrGeneProduct,,1300,4,94,4,crb1
16543197,train,25,D012174,RP,DiseaseOrPhenotypicFeature,,1345,2,94,2,rp
16543197,train,26,D057130,LCA,DiseaseOrPhenotypicFeature,,1351,3,94,3,lca
16543197,train,27,D006956,hyperopia,DiseaseOrPhenotypicFeature,,1375,9,94,9,hyperopia
16543197,train,28,D057130,LCA,DiseaseOrPhenotypicFeature,,1389,3,94,3,lca
16543197,train,29,23418,CRB1,GeneOrGeneProduct,,1418,4,94,4,crb1
16574712,train,0,D018817,MDMA,ChemicalEntity,,0,4,0,4,mdma
16574712,train,1,D003072,impaired social and emotional judgement processes,DiseaseOrPhenotypicFeature,,85,49,0,49,impaired social and emotional judgement processes
16574712,train,2,D008569,memory deficits,DiseaseOrPhenotypicFeature,,160,15,136,15,memory deficits
16574712,train,3,D018817,MDMA,ChemicalEntity,,207,4,136,4,mdma
16574712,train,4,D018817,"3,4-methylenedioxymethamphetamine",ChemicalEntity,,213,33,136,33,"3,4-methylenedioxymethamphetamine"
16574712,train,5,D018817,ecstasy,ChemicalEntity,,248,7,136,7,ecstasy
16574712,train,6,D018817,MDMA,ChemicalEntity,,306,4,136,4,mdma
16574712,train,7,D018817,ecstasy,ChemicalEntity,,501,7,136,7,ecstasy
16574712,train,8,D018817,ecstasy,ChemicalEntity,,535,7,136,7,ecstasy
16574712,train,9,D018817,MDMA,ChemicalEntity,,865,4,136,4,mdma
16574712,train,10,D018817,MDMA,ChemicalEntity,,894,4,136,4,mdma
16574712,train,11,D018817,ecstasy,ChemicalEntity,,1246,7,136,7,ecstasy
16575011,train,0,D009369,Tumor,DiseaseOrPhenotypicFeature,,0,5,0,5,tumor
16575011,train,1,7298,thymidylate synthase,GeneOrGeneProduct,,6,20,0,20,thymidylate synthase
16575011,train,2,c|DEL|1494|6,1494del6,SequenceVariant,,27,8,0,8,1494del6
16575011,train,3,D015179,colorectal cancer,DiseaseOrPhenotypicFeature,,71,17,0,17,colorectal cancer
16575011,train,4,9606,patients,OrganismTaxon,,89,8,0,8,patients
16575011,train,5,D005472,fluorouracil,ChemicalEntity,,108,12,0,12,fluorouracil
16575011,train,6,D009369,tumor,DiseaseOrPhenotypicFeature,,223,5,147,5,tumor
16575011,train,7,7298,thymidylate synthase,GeneOrGeneProduct,,229,20,147,20,thymidylate synthase
16575011,train,8,7298,TS,GeneOrGeneProduct,,251,2,147,2,ts
16575011,train,9,D015179,colorectal cancer,DiseaseOrPhenotypicFeature,,304,17,147,17,colorectal cancer
16575011,train,10,9606,patients,OrganismTaxon,,322,8,147,8,patients
16575011,train,11,D005472,fluorouracil,ChemicalEntity,,350,12,147,12,fluorouracil
16575011,train,12,D005472,FU,ChemicalEntity,,364,2,147,2,fu
16575011,train,13,9606,PATIENTS,OrganismTaxon,,386,8,147,8,patients
16575011,train,14,D015179,colorectal cancer,DiseaseOrPhenotypicFeature,,432,17,147,17,colorectal cancer
16575011,train,15,9606,patients,OrganismTaxon,,450,8,147,8,patients
16575011,train,16,D005472,FU,ChemicalEntity,,486,2,147,2,fu
16575011,train,17,D007978,levamisole,ChemicalEntity,,494,10,147,10,levamisole
16575011,train,18,D002955,leucovorin,ChemicalEntity,,508,10,147,10,leucovorin
16575011,train,19,7298,TS,GeneOrGeneProduct,,558,2,147,2,ts
16575011,train,20,c|SUB|G||C,G > C,SequenceVariant,,581,5,147,5,g > c
16575011,train,21,7298,TS,GeneOrGeneProduct,,629,2,147,2,ts
16575011,train,22,c|DEL|1494|6,1494del6,SequenceVariant,,632,8,147,8,1494del6
16575011,train,23,D009369,tumor,DiseaseOrPhenotypicFeature,,708,5,147,5,tumor
16575011,train,24,7298,TS,GeneOrGeneProduct,,738,2,147,2,ts
16575011,train,25,D009369,tumors,DiseaseOrPhenotypicFeature,,792,6,147,6,tumors
16575011,train,26,D009362,metastases,DiseaseOrPhenotypicFeature,,832,10,147,10,metastases
16575011,train,27,7298,TS,GeneOrGeneProduct,,844,2,147,2,ts
16575011,train,28,D009369,tumors,DiseaseOrPhenotypicFeature,,912,6,147,6,tumors
16575011,train,29,D009369,Tumor,DiseaseOrPhenotypicFeature,,1009,5,147,5,tumor
16575011,train,30,c|SUB|G||C,G > C,SequenceVariant,,1214,5,147,5,g > c
16575011,train,31,D009369,Tumor,DiseaseOrPhenotypicFeature,,1271,5,147,5,tumor
16575011,train,32,7298,TS,GeneOrGeneProduct,,1277,2,147,2,ts
16575011,train,33,c|DEL|1494|6,1494del6,SequenceVariant,,1280,8,147,8,1494del6
16575011,train,34,7298,TS,GeneOrGeneProduct,,1717,2,147,2,ts
16575011,train,35,D009369,tumors,DiseaseOrPhenotypicFeature,,1759,6,147,6,tumors
16575011,train,36,D009362,metastases,DiseaseOrPhenotypicFeature,,1769,10,147,10,metastases
16575011,train,37,7298,TS,GeneOrGeneProduct,,1781,2,147,2,ts
16575011,train,38,D009369,Tumor,DiseaseOrPhenotypicFeature,,1886,5,147,5,tumor
16575011,train,39,7298,TS,GeneOrGeneProduct,,1892,2,147,2,ts
16575011,train,40,c|DEL|1494|6,1494del6,SequenceVariant,,1895,8,147,8,1494del6
16575011,train,41,D005472,FU,ChemicalEntity,,1943,2,147,2,fu
16575011,train,42,D015179,colorectal cancer,DiseaseOrPhenotypicFeature,,1974,17,147,17,colorectal cancer
16575011,train,43,9606,patients,OrganismTaxon,,1992,8,147,8,patients
17074608,train,0,D014635,Valproate,ChemicalEntity,,0,9,0,9,valproate
17074608,train,1,D002819,chorea,DiseaseOrPhenotypicFeature,,18,6,0,6,chorea
17074608,train,2,D001927,encephalopathy,DiseaseOrPhenotypicFeature,,29,14,0,14,encephalopathy
17074608,train,3,D020158,nonketotic hyperglycinemia,DiseaseOrPhenotypicFeature,,56,26,0,26,nonketotic hyperglycinemia
17074608,train,4,D020158,Nonketotic hyperglycinemia,DiseaseOrPhenotypicFeature,,84,26,84,26,nonketotic hyperglycinemia
17074608,train,5,D000592,disorder of amino acid metabolism,DiseaseOrPhenotypicFeature,,116,33,84,33,disorder of amino acid metabolism
17074608,train,6,D005998,glycine,ChemicalEntity,,175,7,84,7,glycine
17074608,train,7,D005998,glycine,ChemicalEntity,,227,7,84,7,glycine
17074608,train,8,D001049,apnea,DiseaseOrPhenotypicFeature,,323,5,84,5,apnea
17074608,train,9,D012640,seizures,DiseaseOrPhenotypicFeature,,342,8,84,8,seizures
17074608,train,10,D009123,hypotonia,DiseaseOrPhenotypicFeature,,356,9,84,9,hypotonia
17074608,train,11,D011596,psychomotor retardation,DiseaseOrPhenotypicFeature,,391,23,84,23,psychomotor retardation
17074608,train,12,D020158,nonketotic hyperglycinemia,DiseaseOrPhenotypicFeature,,453,26,84,26,nonketotic hyperglycinemia
17074608,train,13,9606,patient,OrganismTaxon,,565,7,84,7,patient
17074608,train,14,D007805,language delay,DiseaseOrPhenotypicFeature,,583,14,84,14,language delay
17074608,train,15,D008607,mental retardation,DiseaseOrPhenotypicFeature,,602,18,84,18,mental retardation
17074608,train,16,D020158,nonketotic hyperglycinemia,DiseaseOrPhenotypicFeature,,644,26,84,26,nonketotic hyperglycinemia
17074608,train,17,D001927,encephalopathy,DiseaseOrPhenotypicFeature,,709,14,84,14,encephalopathy
17074608,train,18,D002819,chorea,DiseaseOrPhenotypicFeature,,728,6,84,6,chorea
17074608,train,19,D014635,valproate,ChemicalEntity,,763,9,84,9,valproate
18310445,train,0,652,Bone morphogenetic protein-4,GeneOrGeneProduct,,0,28,0,28,bone morphogenetic protein-4
18310445,train,1,"3624,83729",activin,GeneOrGeneProduct,,44,7,0,7,activin
18310445,train,2,14714,GnRH,GeneOrGeneProduct,,56,4,0,4,gnrh
18310445,train,3,"12640,14308",gonadotrophin,GeneOrGeneProduct,,73,13,0,13,gonadotrophin
18310445,train,4,CVCL_0398,LbetaT2,CellLine,,100,7,0,7,lbetat2
18310445,train,5,9940,sheep,OrganismTaxon,,156,5,122,5,sheep
18310445,train,6,443502,bone morphogenetic proteins (BMP)-4,GeneOrGeneProduct,,187,35,122,35,bone morphogenetic proteins (bmp)-4
18310445,train,7,443387,FSHbeta,GeneOrGeneProduct,,232,7,122,7,fshbeta
18310445,train,8,"443387,443538",FSH,GeneOrGeneProduct,,260,3,122,3,fsh
18310445,train,9,10090,mouse,OrganismTaxon,,289,5,122,5,mouse
18310445,train,10,CVCL_0398,LbetaT2,CellLine,,295,7,122,7,lbetat2
18310445,train,11,652,BMPs,GeneOrGeneProduct,,359,4,122,4,bmps
18310445,train,12,16323,activin,GeneOrGeneProduct,,376,7,122,7,activin
18310445,train,13,14308,FSHbeta,GeneOrGeneProduct,,395,7,122,7,fshbeta
18310445,train,14,CVCL_0398,LbetaT2,CellLine,,493,7,122,7,lbetat2
18310445,train,15,652,BMP-4,GeneOrGeneProduct,,537,5,122,5,bmp-4
18310445,train,16,"12640,14308",gonadotrophin,GeneOrGeneProduct,,546,13,122,13,gonadotrophin
18310445,train,17,16323,activin,GeneOrGeneProduct,,592,7,122,7,activin
18310445,train,18,14714,GnRH,GeneOrGeneProduct,,604,4,122,4,gnrh
18310445,train,19,652,BMP-4,GeneOrGeneProduct,,610,5,122,5,bmp-4
18310445,train,20,"443387,443538",FSH,GeneOrGeneProduct,,639,3,122,3,fsh
18310445,train,21,16323,activin,GeneOrGeneProduct,,672,7,122,7,activin
18310445,train,22,14714,GnRH,GeneOrGeneProduct,,680,4,122,4,gnrh
18310445,train,23,14308,FSHbeta,GeneOrGeneProduct,,708,7,122,7,fshbeta
18310445,train,24,"443387,443538",FSH,GeneOrGeneProduct,,725,3,122,3,fsh
18310445,train,25,14313,follistatin,GeneOrGeneProduct,,762,11,122,11,follistatin
18310445,train,26,652,BMP-4,GeneOrGeneProduct,,780,5,122,5,bmp-4
18310445,train,27,16866,LHbeta,GeneOrGeneProduct,,794,6,122,6,lhbeta
18310445,train,28,14714,GnRH,GeneOrGeneProduct,,835,4,122,4,gnrh
18310445,train,29,16323,activin,GeneOrGeneProduct,,844,7,122,7,activin
18310445,train,30,14715,GnRH receptor,GeneOrGeneProduct,,867,13,122,13,gnrh receptor
18310445,train,31,"443387,443538",FSH,GeneOrGeneProduct,,912,3,122,3,fsh
18310445,train,32,"12640,16866",LH,GeneOrGeneProduct,,929,2,122,2,lh
18310445,train,33,9940,sheep,OrganismTaxon,,973,5,122,5,sheep
18310445,train,34,"101103793,101112282",BMP receptor types IA (BMPRIA) and II (BMPRII),GeneOrGeneProduct,,1022,46,122,46,bmp receptor types ia (bmpria) and ii (bmprii)
18310445,train,35,CVCL_0398,LbetaT2,CellLine,,1070,7,122,7,lbetat2
18310445,train,36,12167,BMPRIB,GeneOrGeneProduct,,1097,6,122,6,bmprib
18310445,train,37,"17125,17129",Smad1/5,GeneOrGeneProduct,,1105,7,122,7,smad1/5
18310445,train,38,652,BMP-4,GeneOrGeneProduct,,1140,5,122,5,bmp-4
18310445,train,39,12159,BMP,GeneOrGeneProduct,,1172,3,122,3,bmp
18310445,train,40,652,BMP-4,GeneOrGeneProduct,,1209,5,122,5,bmp-4
18310445,train,41,16323,activin,GeneOrGeneProduct,,1247,7,122,7,activin
18310445,train,42,14714,GnRH,GeneOrGeneProduct,,1257,4,122,4,gnrh
18310445,train,43,16323,activin,GeneOrGeneProduct,,1284,7,122,7,activin
18310445,train,44,14714,GnRH,GeneOrGeneProduct,,1299,4,122,4,gnrh
18310445,train,45,652,BMP-4,GeneOrGeneProduct,,1333,5,122,5,bmp-4
18310445,train,46,16323,activin,GeneOrGeneProduct,,1356,7,122,7,activin
18310445,train,47,"17126,17127",Smad2/3,GeneOrGeneProduct,,1394,7,122,7,smad2/3
18310445,train,48,14714,GnRH,GeneOrGeneProduct,,1410,4,122,4,gnrh
18310445,train,49,"26413,26417",ERK1/2,GeneOrGeneProduct,,1423,6,122,6,erk1/2
18310445,train,50,12912,cAMP response element-binding,GeneOrGeneProduct,,1433,29,122,29,camp response element-binding
18310445,train,51,14714,GnRH,GeneOrGeneProduct,,1507,4,122,4,gnrh
18310445,train,52,26416,p38 MAPK,GeneOrGeneProduct,,1534,8,122,8,p38 mapk
18310445,train,53,652,BMP-4,GeneOrGeneProduct,,1560,5,122,5,bmp-4
18310445,train,54,14308,FSHbeta,GeneOrGeneProduct,,1602,7,122,7,fshbeta
18310445,train,55,"443387,443538",FSH,GeneOrGeneProduct,,1626,3,122,3,fsh
18310445,train,56,16866,LHbeta,GeneOrGeneProduct,,1655,6,122,6,lhbeta
18310445,train,57,652,BMPs,GeneOrGeneProduct,,1700,4,122,4,bmps
18310445,train,58,16323,activin,GeneOrGeneProduct,,1732,7,122,7,activin
18310445,train,59,14714,GnRH,GeneOrGeneProduct,,1747,4,122,4,gnrh
18310445,train,60,"12640,14308",gonadotrophin,GeneOrGeneProduct,,1763,13,122,13,gonadotrophin
18310445,train,61,"101103793,101112282,12167",BMP receptor,GeneOrGeneProduct,,1891,12,122,12,bmp receptor
19082493,train,0,7298,thymidylate synthase,GeneOrGeneProduct,,70,20,0,20,thymidylate synthase
19082493,train,1,D005472,5 fluorouracil,ChemicalEntity,,118,14,0,14,5 fluorouracil
19082493,train,2,D015179,colorectal cancer,DiseaseOrPhenotypicFeature,,141,17,0,17,colorectal cancer
19082493,train,3,9606,patients,OrganismTaxon,,159,8,0,8,patients
19082493,train,4,7298,TS,GeneOrGeneProduct,,243,2,169,2,ts
19082493,train,5,D015179,colorectal cancer,DiseaseOrPhenotypicFeature,,296,17,169,17,colorectal cancer
19082493,train,6,D015179,CRC,DiseaseOrPhenotypicFeature,,315,3,169,3,crc
19082493,train,7,9606,patients,OrganismTaxon,,320,8,169,8,patients
19082493,train,8,D005472,5FU,ChemicalEntity,,342,3,169,3,5fu
19082493,train,9,c|DUP||28,28 bp variable number of tandem repeats,SequenceVariant,,362,39,169,39,28 bp variable number of tandem repeats
19082493,train,10,c|SUB|G||C,G/C,SequenceVariant,,412,3,169,3,g/c
19082493,train,11,c|DEL|194|6,deletion of 6 bp at position 1494,SequenceVariant,,460,33,169,33,deletion of 6 bp at position 1494
19082493,train,12,9606,patients,OrganismTaxon,,591,8,169,8,patients
19082493,train,13,D010232,paraffin,ChemicalEntity,,661,8,169,8,paraffin
19082493,train,14,9606,patients,OrganismTaxon,,697,8,169,8,patients
19082493,train,15,D015179,CRC,DiseaseOrPhenotypicFeature,,728,3,169,3,crc
19082493,train,16,7298,TS,GeneOrGeneProduct,,733,2,169,2,ts
19082493,train,17,c|INDEL||6,ins/del 6 bp,SequenceVariant,,886,12,169,12,ins/del 6 bp
19082493,train,18,7298,TS,GeneOrGeneProduct,,932,2,169,2,ts
19082493,train,19,c|INDEL||6,ins/del 6 bp,SequenceVariant,,1040,12,169,12,ins/del 6 bp
19082493,train,20,c|INDEL||6,ins/del 6 bp,SequenceVariant,,1119,12,169,12,ins/del 6 bp
19082493,train,21,D009369,tumour,DiseaseOrPhenotypicFeature,,1154,6,169,6,tumour
19082493,train,22,D009369,tumours,DiseaseOrPhenotypicFeature,,1216,7,169,7,tumours
19082493,train,23,D012004,rectal cancers,DiseaseOrPhenotypicFeature,,1268,14,169,14,rectal cancers
19082493,train,24,9606,patients,OrganismTaxon,,1362,8,169,8,patients
19082493,train,25,D009369,tumours,DiseaseOrPhenotypicFeature,,1388,7,169,7,tumours
19082493,train,26,D009369,tumours,DiseaseOrPhenotypicFeature,,1498,7,169,7,tumours
19082493,train,27,D009369,tumours,DiseaseOrPhenotypicFeature,,1964,7,169,7,tumours
19082493,train,28,9606,patients,OrganismTaxon,,2008,8,169,8,patients
19082493,train,29,7298,TS,GeneOrGeneProduct,,2097,2,169,2,ts
19082493,train,30,D015179,CRC,DiseaseOrPhenotypicFeature,,2168,3,169,3,crc
19082493,train,31,9606,patients,OrganismTaxon,,2172,8,169,8,patients
19082493,train,32,D005472,5FU,ChemicalEntity,,2194,3,169,3,5fu
19218574,train,0,5295,Phosphatidylinositol 3-kinase,GeneOrGeneProduct,,0,29,0,29,phosphatidylinositol 3-kinase
19218574,train,1,5295,p85alpha,GeneOrGeneProduct,,30,8,0,8,p85alpha
19218574,train,2,rs3730089,Met326Ile,SequenceVariant,,63,9,0,9,met326ile
19218574,train,3,9606,women,OrganismTaxon,,89,5,0,5,women
19218574,train,4,D011085,polycystic ovary syndrome,DiseaseOrPhenotypicFeature,,100,25,0,25,polycystic ovary syndrome
19218574,train,5,D007333,Insulin resistance,DiseaseOrPhenotypicFeature,,139,18,127,18,insulin resistance
19218574,train,6,D011085,polycystic ovary syndrome,DiseaseOrPhenotypicFeature,,179,25,127,25,polycystic ovary syndrome
19218574,train,7,D011085,PCOS,DiseaseOrPhenotypicFeature,,206,4,127,4,pcos
19218574,train,8,5295,Phosphatidylinositol (PI) 3-kinase,GeneOrGeneProduct,,213,34,127,34,phosphatidylinositol (pi) 3-kinase
19218574,train,9,3630,insulin,GeneOrGeneProduct,,284,7,127,7,insulin
19218574,train,10,3630,insulin,GeneOrGeneProduct,,334,7,127,7,insulin
19218574,train,11,D005947,glucose,ChemicalEntity,,351,7,127,7,glucose
19218574,train,12,5295,p85alpha,GeneOrGeneProduct,,397,8,127,8,p85alpha
19218574,train,13,rs3730089,Met326Ile,SequenceVariant,,454,9,127,9,met326ile
19218574,train,14,5295,p85alpha,GeneOrGeneProduct,,538,8,127,8,p85alpha
19218574,train,15,5295,PI3-kinase,GeneOrGeneProduct,,570,10,127,10,pi3-kinase
19218574,train,16,rs3730089,Met326Ile,SequenceVariant,,607,9,127,9,met326ile
19218574,train,17,D011085,PCOS,DiseaseOrPhenotypicFeature,,670,4,127,4,pcos
19218574,train,18,9606,patients,OrganismTaxon,,675,8,127,8,patients
19218574,train,19,rs3730089,Met326Ile,SequenceVariant,,814,9,127,9,met326ile
19218574,train,20,D011085,PCOS,DiseaseOrPhenotypicFeature,,844,4,127,4,pcos
19218574,train,21,rs3730089,Met326Met,SequenceVariant,,900,9,127,9,met326met
19218574,train,22,rs3730089,Met326Ile,SequenceVariant,,910,9,127,9,met326ile
19218574,train,23,rs3730089,Ile326Ile,SequenceVariant,,920,9,127,9,ile326ile
19218574,train,24,D011085,PCOS,DiseaseOrPhenotypicFeature,,987,4,127,4,pcos
19218574,train,25,D011085,PCOS,DiseaseOrPhenotypicFeature,,1041,4,127,4,pcos
19218574,train,26,rs3730089,326Ile,SequenceVariant,,1124,6,127,6,326ile
19218574,train,27,rs3730089,326Ile,SequenceVariant,,1189,6,127,6,326ile
19218574,train,28,rs3730089,Met326Met,SequenceVariant,,1222,9,127,9,met326met
